,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,0,1,2,3,4,sentence
23,23,23,23,23,24, yeah.,4,ERIN,1, yeah.
24,24,24,24,24,25,i learned how to read maps.,4,ERIN,1,i learned how to read maps.
25,25,25,25,25,26,yeah.,5,DR. JAFFE,1,yeah.
26,26,26,26,26,27,but i lost my job because...,5,ERIN,1,but i lost my job because...
27,27,27,27,27,28,"...my boy got chickenpox, 104 temperature.",5,ERIN,1,"...my boy got chickenpox, 104 temperature."
28,28,28,28,28,29,"my exhusband was useless, so...",5,ERIN,1,"my exhusband was useless, so..."
29,29,29,29,29,30,that didn't really work out.,5,ERIN,1,that didn't really work out.
30,30,30,30,30,31,you got a really nice office.,7,ERIN,1,you got a really nice office.
31,31,31,31,31,32,thanks.,8,DR. JAFFE,1,thanks.
32,32,32,32,32,33,look...,10,DR. JAFFE,1,look...
33,33,33,33,33,34,"oh, fuck",15,ERIN,2,"oh, fuck"
34,34,34,34,34,35,goddamn it,15,ERIN (CONT'D),2,goddamn it
35,35,35,35,35,36,"good morning, mr. masry.",18,ROSALIND (O.S.),3,"good morning, mr. masry."
36,36,36,36,36,37," morning, rosalind.",18,ROSALIND (O.S.),3," morning, rosalind."
37,37,37,37,37,38, how are you,18,ROSALIND (O.S.),3, how are you
38,38,38,38,38,39, i'm fine.,18,ED,4, i'm fine.
39,39,39,39,39,40,and you,18,ED,4,and you
40,40,40,40,40,41, very well.,18,ROSALIND,4, very well.
41,41,41,41,41,42,thank you for asking.,18,ROSALIND,4,thank you for asking.
42,42,42,42,42,43,good morning.,19,ED,4,good morning.
43,43,43,43,43,44,how you doing,19,ED,4,how you doing
44,44,44,44,44,45,donald.,19,ED,4,donald.
45,45,45,45,45,46,did you see it last night,19,ROSALIND,4,did you see it last night
46,46,46,46,46,47,i taped it.,19,ED,4,i taped it.
47,47,47,47,47,48,don't tell me what happens.,19,ED,4,don't tell me what happens.
48,48,48,48,48,49,it was so good.,19,ROSALIND,4,it was so good.
49,49,49,49,49,50,your nine o'clock's here already.,20,ROSALIND,4,your nine o'clock's here already.
50,50,50,50,50,51, remind me.,25,ED,4, remind me.
51,51,51,51,51,52, erin brockovich.,25,BRENDA,4, erin brockovich.
52,52,52,52,52,53,car accident.,25,BRENDA,4,car accident.
53,53,53,53,53,54,"not her fault, she says.",25,BRENDA,4,"not her fault, she says."
54,54,54,54,54,55,she was referred.,28,BRENDA,4,she was referred.
55,55,55,55,55,56," erin, hi.",29,ED,5," erin, hi."
56,56,56,56,56,57, hi.,29,ED,5, hi.
57,57,57,57,57,58,ed masry.,31,ED,5,ed masry.
58,58,58,58,58,59,sorry you had to wait.,31,ED,5,sorry you had to wait.
59,59,59,59,59,60,that's okay.,32,ERIN,5,that's okay.
60,60,60,60,60,61,"here, sit.",33,ED,5,"here, sit."
61,61,61,61,61,62,sit down.,33,ED,5,sit down.
62,62,62,62,62,63,thank you.,35,ERIN,5,thank you.
63,63,63,63,63,64,i never thought standing could take it out of you.,35,ERIN,5,i never thought standing could take it out of you.
64,64,64,64,64,65,ever since that shithead hit me...,35,ERIN,5,ever since that shithead hit me...
65,65,65,65,65,66,...it's like my body's put together wrong.,35,ERIN,5,...it's like my body's put together wrong.
66,66,66,66,66,67,you poor thing.,36,ED,5,you poor thing.
67,67,67,67,67,68,did anyone ask if you wanted coffee,36,ED,5,did anyone ask if you wanted coffee
68,68,68,68,68,69, yeah.,37,ERIN,5, yeah.
69,69,69,69,69,70,i'm fine.,37,ERIN,5,i'm fine.
70,70,70,70,70,71, good.,37,ED,5, good.
71,71,71,71,71,72,"listen, whoever did this to you made one hell of a mistake.",38,ED,5,"listen, whoever did this to you made one hell of a mistake."
72,72,72,72,72,73,"and you and me, we're gonna make him pay for it.",38,ED,5,"and you and me, we're gonna make him pay for it."
73,73,73,73,73,74,"so, uh...",39,ED,5,"so, uh..."
74,74,74,74,74,75,...why don't you tell me what happened,40,ED (CONT'D),5,...why don't you tell me what happened
75,75,75,75,75,76,"i was pulling out real slow, and out of nowhere...",41,ERIN,6,"i was pulling out real slow, and out of nowhere..."
76,76,76,76,76,77,...his jaguar comes racing around the corner like a bat out of hell.,41,ERIN,6,...his jaguar comes racing around the corner like a bat out of hell.
77,77,77,77,77,78,they took some bone from my hip and put it in my neck.,42,ERIN,6,they took some bone from my hip and put it in my neck.
78,78,78,78,78,79,i don't have insurance...,43,ERIN,6,i don't have insurance...
79,79,79,79,79,80,"...so i'm about 17,000 in debt right now.",43,ERIN,6,"...so i'm about 17,000 in debt right now."
80,80,80,80,80,81,i couldn't take painkillers.,44,ERIN,6,i couldn't take painkillers.
81,81,81,81,81,82,they made me too groggy to take care of my kids.,44,ERIN,6,they made me too groggy to take care of my kids.
82,82,82,82,82,83,"matthew's 8, and katie's almost 6.",45,ERIN,6,"matthew's 8, and katie's almost 6."
83,83,83,83,83,84,and beth's just 9 months.,45,ERIN,6,and beth's just 9 months.
84,84,84,84,84,85,i just wanna be a good mom...,46,ERIN,6,i just wanna be a good mom...
85,85,85,85,85,86,"...a nice person, a decent citizen.",46,ERIN,6,"...a nice person, a decent citizen."
86,86,86,86,86,87,i just wanna take good care of my kids.,47,ERIN,6,i just wanna take good care of my kids.
87,87,87,87,87,88,yeah.,48,ED,6,yeah.
88,88,88,88,88,89,"yeah, i know.",48,ED,6,"yeah, i know."
89,89,89,89,89,90,seventeen thousand in debt,49,DEFENDING LAWYER,7,seventeen thousand in debt
90,90,90,90,90,91,your exhusband helping,49,DEFENDING LAWYER,7,your exhusband helping
91,91,91,91,91,92,which one,50,ERIN,7,which one
92,92,92,92,92,93,there's more than one,51,DEFENDING LAWYER,7,there's more than one
93,93,93,93,93,94,"yeah, there's two.",52,ERIN,7,"yeah, there's two."
94,94,94,94,94,95,why,52,ERIN,7,why
95,95,95,95,95,96,you must have been feeling desperate that afternoon.,56,DEFENDING LAWYER,7,you must have been feeling desperate that afternoon.
96,96,96,96,96,97,what's your point,57,ERIN,7,what's your point
97,97,97,97,97,98,"broke, three kids, no job.",58,DEFENDING LAWYER,7,"broke, three kids, no job."
98,98,98,98,98,99, doctor in a jaguar is a meal ticket...  objection.,59,DEFENDING LAWYER,7, doctor in a jaguar is a meal ticket...  objection.
99,99,99,99,99,100, sustained.,61,JUDGE,7, sustained.
100,100,100,100,100,101, he hit me,61,ERIN,7, he hit me
101,101,101,101,101,102,so you say.,62,DEFENDING LAWYER,7,so you say.
102,102,102,102,102,103,"he came tearing around the corner, out of control.",63,ERIN,7,"he came tearing around the corner, out of control."
103,103,103,103,103,104,"an er doctor, who spends his days saving lives, was out of control",64,DEFENDING LAWYER,7,"an er doctor, who spends his days saving lives, was out of control"
104,104,104,104,104,105,that asshole smashed in my fucking neck,65,ERIN,7,that asshole smashed in my fucking neck
105,105,105,105,105,106,open and fucking shut,67,ERIN,8,open and fucking shut
106,106,106,106,106,107, exactly the language...  it was over before that,67,ERIN,8, exactly the language...  it was over before that
107,107,107,107,107,108,i told you he might get personal.,67,ED,8,i told you he might get personal.
108,108,108,108,108,109, you said i was set.,67,ERIN,8, you said i was set.
109,109,109,109,109,110, i never said that.,67,ED,8, i never said that.
110,110,110,110,110,111,you told me i had a good shot,67,ERIN,8,you told me i had a good shot
111,111,111,111,111,112, let's settle down.,67,ED,8, let's settle down.
112,112,112,112,112,113, fuck settle down,67,ERIN,8, fuck settle down
113,113,113,113,113,114,i've got 74.,67,ERIN,8,i've got 74.
114,114,114,114,114,115, i can't afford to settle down,67,ERIN,8, i can't afford to settle down
115,115,115,115,115,116," i'm sorry, erin.",67,ED,8," i'm sorry, erin."
116,116,116,116,116,117,do they teach lawyers to apologize,68,ERIN,8,do they teach lawyers to apologize
117,117,117,117,117,118,because you suck at it.,68,ERIN,8,because you suck at it.
118,118,118,118,118,119,hello,72,ERIN,9,hello
119,119,119,119,119,120, hi.,72,ERIN,9, hi.
120,120,120,120,120,121," hi, erin.",72,MRS. MORALES,9," hi, erin."
121,121,121,121,121,122,you're back so soon.,72,MRS. MORALES,9,you're back so soon.
122,122,122,122,122,123,were you a good girl,72,ERIN,9,were you a good girl
123,123,123,123,123,124,you're my little baby.,73,ERIN,9,you're my little baby.
124,124,124,124,124,125,what is that,73,ERIN,9,what is that
125,125,125,125,125,126,a little cough,73,MRS. MORALES,9,a little cough
126,126,126,126,126,127,she's got a cough.,73,MRS. MORALES,9,she's got a cough.
127,127,127,127,127,128,i sat in the steam with her to try to loosen it up.,74,MRS. MORALES,9,i sat in the steam with her to try to loosen it up.
128,128,128,128,128,129, i think i've got cough medicine.,75,ERIN,9, i think i've got cough medicine.
129,129,129,129,129,130, ibueno.i,75,MRS. MORALES,9, ibueno.i
130,130,130,130,130,131,listen.,75,MRS. MORALES,9,listen.
131,131,131,131,131,132,i didn't wanna tell you before.,75,MRS. MORALES,9,i didn't wanna tell you before.
132,132,132,132,132,133, with your worries.,76,MRS. MORALES,9, with your worries.
133,133,133,133,133,134, what,76,ERIN,9, what
134,134,134,134,134,135,my daughter bought a big house with a room for me.,77,MRS. MORALES,9,my daughter bought a big house with a room for me.
135,135,135,135,135,136,i'm moving in with her.,78,MRS. MORALES,9,i'm moving in with her.
136,136,136,136,136,137, when,78,ERIN,9, when
137,137,137,137,137,138, next week.,78,MRS. MORALES,9, next week.
138,138,138,138,138,139, next week,78,ERIN,9, next week
139,139,139,139,139,140, i know.,78,MRS. MORALES,9, i know.
140,140,140,140,140,141,but it's good for me.,78,MRS. MORALES,9,but it's good for me.
141,141,141,141,141,142,now i can help take care of my grandkids.,79,MRS. MORALES,9,now i can help take care of my grandkids.
142,142,142,142,142,143,it's good for you.,79,MRS. MORALES,9,it's good for you.
143,143,143,143,143,144,"now with money, you can hire a good babysitter.",80,MRS. MORALES,9,"now with money, you can hire a good babysitter."
144,144,144,144,144,145,not the old lady next door.,80,MRS. MORALES,9,not the old lady next door.
145,145,145,145,145,146,thanks.,80,ERIN,9,thanks.
146,146,146,146,146,147,matthew,81,ERIN,10,matthew
147,147,147,147,147,148," katie, you back here",81,ERIN,11," katie, you back here"
148,148,148,148,148,149, yeah.,81,KIDS,11, yeah.
149,149,149,149,149,150,"come on in, would ya",81,ERIN (CONT'D),11,"come on in, would ya"
150,150,150,150,150,151," hey, get in the house.",82,ERIN (CONT'D),11," hey, get in the house."
151,151,151,151,151,152,no dripping.,82,ERIN (CONT'D),11,no dripping.
152,152,152,152,152,153, okay,82,KIDS,11, okay
153,153,153,153,153,154,sweetie.,83,ERIN (CONT'D),11,sweetie.
154,154,154,154,154,155,"please don't get sick on me, please.",83,ERIN (CONT'D),11,"please don't get sick on me, please."
155,155,155,155,155,156,let's fix dinner.,83,ERIN (CONT'D),11,let's fix dinner.
156,156,156,156,156,157,"yes, look.",85,ERIN (CONT'D),11,"yes, look."
157,157,157,157,157,158,look at the water.,86,ERIN (CONT'D),11,look at the water.
158,158,158,158,158,159,goddamn it,89,ERIN (CONT'D),11,goddamn it
159,159,159,159,159,160,i'm sorry.,89,ERIN (CONT'D),11,i'm sorry.
160,160,160,160,160,161,i'm sorry.,89,ERIN (CONT'D),11,i'm sorry.
161,161,161,161,161,162,matthew,90,ERIN (CONT'D),11,matthew
162,162,162,162,162,163,katie,90,ERIN (CONT'D),11,katie
163,163,163,163,163,164,we're going out,90,ERIN (CONT'D),11,we're going out
164,164,164,164,164,165,you go ahead and order.,91,ERIN (CONT'D),11,you go ahead and order.
165,165,165,165,165,166,i'm gonna have a cheeseburger deluxe with a coke.,92,KIDS,11,i'm gonna have a cheeseburger deluxe with a coke.
166,166,166,166,166,167,"mommy, can i have a cheeseburger deluxe with no cheese and no bread",94,KIDS,11,"mommy, can i have a cheeseburger deluxe with no cheese and no bread"
167,167,167,167,167,168,did you get that,96,ERIN,14,did you get that
168,168,168,168,168,169,"and she will have a cup of chicken broth and a few crackers, please.",97,ERIN,14,"and she will have a cup of chicken broth and a few crackers, please."
169,169,169,169,169,170, and for you,98,CHECK-OUT LADY,14, and for you
170,170,170,170,170,171, just a cup of coffee.,98,ERIN,14, just a cup of coffee.
171,171,171,171,171,172,you're not eating,99,KIDS,14,you're not eating
172,172,172,172,172,173,"my lawyer took me out to a fancy lunch to celebrate, and i'm still stuffed.",100,ERIN,14,"my lawyer took me out to a fancy lunch to celebrate, and i'm still stuffed."
173,173,173,173,173,174,how about that,100,ERIN,14,how about that
174,174,174,174,174,175,"yes, i'm calling about the job ad in the paper.",111,ERIN,14,"yes, i'm calling about the job ad in the paper."
175,175,175,175,175,176,i'm calling about the job ad.,112,ERIN,14,i'm calling about the job ad.
176,176,176,176,176,177,"the great personality, good voice.",113,ERIN,14,"the great personality, good voice."
177,177,177,177,177,178,i don't have any actual sales experience.,114,ERIN,15,i don't have any actual sales experience.
178,178,178,178,178,179,"i don't really have a resume, but i can...",115,ERIN,15,"i don't really have a resume, but i can..."
179,179,179,179,179,180,i don't have any computer skills.,116,ERIN,15,i don't have any computer skills.
180,180,180,180,180,181,oh.,117,ERIN,15,oh.
181,181,181,181,181,182,"well, i thought it was the local store.",117,ERIN,15,"well, i thought it was the local store."
182,182,182,182,182,183,okay.,118,ERIN,15,okay.
183,183,183,183,183,184,thanks anyway.,118,ERIN,15,thanks anyway.
184,184,184,184,184,185,"okay, bye.",119,ERIN,15,"okay, bye."
185,185,185,185,185,186,"ed masry, please.",121,ERIN,15,"ed masry, please."
186,186,186,186,186,187,"yes, i'm holding for ed masry.",122,ERIN,15,"yes, i'm holding for ed masry."
187,187,187,187,187,188,is he ever in the office,123,ERIN,15,is he ever in the office
188,188,188,188,188,189,"no, but i've called about a dozen times.",124,ERIN,15,"no, but i've called about a dozen times."
189,189,189,189,189,190,i'd like to leave a message.,125,ERIN,15,i'd like to leave a message.
190,190,190,190,190,191,"brockovich, brockovlch.",126,ERIN,15,"brockovich, brockovlch."
191,191,191,191,191,192,i'm a client.,127,ERIN,15,i'm a client.
192,192,192,192,192,193,i want him to call.,127,ERIN,15,i want him to call.
193,193,193,193,193,194,it's that simple.,127,ERIN,15,it's that simple.
194,194,194,194,194,195,okay.,130,ERIN,15,okay.
195,195,195,195,195,196,goddamn it,134,ED,17,goddamn it
196,196,196,196,196,197, brenda,134,ED,17, brenda
197,197,197,197,197,198,brenda,134,ED,17,brenda
198,198,198,198,198,199, yeah,134,BRENDA,17, yeah
199,199,199,199,199,200,who put that there,134,ED,17,who put that there
200,200,200,200,200,201,the files you asked for.,134,BRENDA,17,the files you asked for.
201,201,201,201,201,202,i didn't ask you to put it in the middle of the floor.,135,ED,17,i didn't ask you to put it in the middle of the floor.
202,202,202,202,202,203,"get a towel, will you",136,ED,17,"get a towel, will you"
203,203,203,203,203,204,"hey, hey...",136,ED,17,"hey, hey..."
204,204,204,204,204,205," hey, what's she doing here",138,ED (CONT'D),17," hey, what's she doing here"
205,205,205,205,205,206, who,138,BRENDA,17, who
206,206,206,206,206,207,donald.,141,ED,17,donald.
207,207,207,207,207,208,what's she doing here,142,ED,17,what's she doing here
208,208,208,208,208,209,she works here.,143,DONALD,17,she works here.
209,209,209,209,209,210,erin.,147,ED,18,erin.
210,210,210,210,210,211,how's it going,148,ED,18,how's it going
211,211,211,211,211,212,you never called me back.,148,ERIN,18,you never called me back.
212,212,212,212,212,213,i left messages.,148,ERIN,18,i left messages.
213,213,213,213,213,214,you did,149,ED,18,you did
214,214,214,214,214,215,i didn't know that.,149,ED,18,i didn't know that.
215,215,215,215,215,216,donald seems to think...,149,ED,18,donald seems to think...
216,216,216,216,216,217,being ignored and being lied to.,150,ERIN,18,being ignored and being lied to.
217,217,217,217,217,218, i never lied.,151,ED,18, i never lied.
218,218,218,218,218,219, you said things'd be fine.,151,ERIN,18, you said things'd be fine.
219,219,219,219,219,220,they're not.,152,ERIN,18,they're not.
220,220,220,220,220,221,i trusted you.,152,ERIN,18,i trusted you.
221,221,221,221,221,222, i'm sorry.,153,ED,18, i'm sorry.
222,222,222,222,222,223, i don't need pity.,153,ERIN,18, i don't need pity.
223,223,223,223,223,224,i need a paycheck.,154,ERIN,18,i need a paycheck.
224,224,224,224,224,225,and i've looked.,154,ERIN,18,and i've looked.
225,225,225,225,225,226,"when you spend 6 years raising babies, it's hard to get a job that pays.",154,ERIN,18,"when you spend 6 years raising babies, it's hard to get a job that pays."
226,226,226,226,226,227,"are you getting this down, honey",154,ERIN,18,"are you getting this down, honey"
227,227,227,227,227,228,or am i talking too fast for you,154,ERIN,18,or am i talking too fast for you
228,228,228,228,228,229,i'm sorry about that.,155,ED,18,i'm sorry about that.
229,229,229,229,229,230,but we have a full staff now...,156,ED,18,but we have a full staff now...
230,230,230,230,230,231,bullshit.,156,ERIN,18,bullshit.
231,231,231,231,231,232,"if you had a full staff, you'd return a client's damn call.",156,ERIN,18,"if you had a full staff, you'd return a client's damn call."
232,232,232,232,232,233,i'm smart and hardworking.,159,ERIN (CONT'D),18,i'm smart and hardworking.
233,233,233,233,233,234,i'm not leaving here without a job.,159,ERIN (CONT'D),18,i'm not leaving here without a job.
234,234,234,234,234,235,don't make me beg.,166,ERIN (CONT'D),18,don't make me beg.
235,235,235,235,235,236,"if it doesn't work out, fire me.",166,ERIN (CONT'D),18,"if it doesn't work out, fire me."
236,236,236,236,236,237,don't make me beg.,166,ERIN (CONT'D),18,don't make me beg.
237,237,237,237,237,238,no benefits.,167,ED,18,no benefits.
238,238,238,238,238,239,what we do in here is file all of the cases.,168,ANNA,19,what we do in here is file all of the cases.
239,239,239,239,239,240,"that way, at any time, we can tell the status of a file.",168,ANNA,19,"that way, at any time, we can tell the status of a file."
240,240,240,240,240,241,where it is in the office and stuff.,168,ANNA,19,where it is in the office and stuff.
241,241,241,241,241,242,here's where we organize all the files alphabetically.,168,ANNA,19,here's where we organize all the files alphabetically.
242,242,242,242,242,243, simple enough.,168,ERIN,19, simple enough.
243,243,243,243,243,244, okay.,168,ERIN,19, okay.
244,244,244,244,244,245, and here is your desk.,168,ANNA,19, and here is your desk.
245,245,245,245,245,246, okay.,168,ERIN,20, okay.
246,246,246,246,246,247,i want to show you where the x erox machine is.,168,ANNA,20,i want to show you where the x erox machine is.
247,247,247,247,247,248,everybody has a code.,168,ANNA,20,everybody has a code.
248,248,248,248,248,249, do i get to pick my own code,168,ERIN,20, do i get to pick my own code
249,249,249,249,249,250, we'll see.,168,ANNA,20, we'll see.
250,250,250,250,250,251,can you tell me who i talk to about getting an advance on my paycheck,170,ERIN,20,can you tell me who i talk to about getting an advance on my paycheck
251,251,251,251,251,252,just for the weekend.,171,ERIN,20,just for the weekend.
252,252,252,252,252,253,rosalind's the office manager.,171,ED,20,rosalind's the office manager.
253,253,253,253,253,254,she handles the payroll and petty cash.,171,ED,20,she handles the payroll and petty cash.
254,254,254,254,254,255,she's gone already.,172,ED,20,she's gone already.
255,255,255,255,255,256,she leaves early on fridays.,173,ED,20,she leaves early on fridays.
256,256,256,256,256,257," okay, thank you.",174,ERIN,20," okay, thank you."
257,257,257,257,257,258," oh, for pete's sake, here.",174,ED,20," oh, for pete's sake, here."
258,258,258,258,258,259,i've only got hundreds.,175,ED (CONT'D),20,i've only got hundreds.
259,259,259,259,259,260,"i don't want your money, mr. masry.",177,ERIN,20,"i don't want your money, mr. masry."
260,260,260,260,260,261,where do you think your paycheck comes from,178,ED,20,where do you think your paycheck comes from
261,261,261,261,261,262, have a good weekend.,179,ED,20, have a good weekend.
262,262,262,262,262,263, thank you.,179,ERIN,20, thank you.
263,263,263,263,263,264, see you.,179,ED,25, see you.
264,264,264,264,264,265," all right, see you.",179,ANNA,25," all right, see you."
265,265,265,265,265,266,see you monday.,179,ED,25,see you monday.
266,266,266,266,266,267,"hi, my sweetie.",182,ERIN,25,"hi, my sweetie."
267,267,267,267,267,268,hello.,182,ERIN,25,hello.
268,268,268,268,268,269,how are you,183,ERIN,25,how are you
269,269,269,269,269,270,"matthew, katie.",183,ERIN,25,"matthew, katie."
270,270,270,270,270,271," hey, mom.",184,ERIN,25," hey, mom."
271,271,271,271,271,272," hi, sweetie.",184,ERIN,25," hi, sweetie."
272,272,272,272,272,273,how are you,185,ERIN,25,how are you
273,273,273,273,273,274, thanks a lot.,186,ERIN,25, thanks a lot.
274,274,274,274,274,275, you're welcome.,186,BABY SITTER,25, you're welcome.
275,275,275,275,275,276,hey,192,ERIN,25,hey
276,276,276,276,276,277,hey,193,ERIN,25,hey
277,277,277,277,277,278,hello.,196,GEORGE,25,hello.
278,278,278,278,278,279,what are you doing making all that goddamn noise,197,ERIN,25,what are you doing making all that goddamn noise
279,279,279,279,279,280,"introducing ourselves to the neighbourhood, i guess.",198,GEORGE,25,"introducing ourselves to the neighbourhood, i guess."
280,280,280,280,280,281,"well, i am the neighbours.",199,ERIN,25,"well, i am the neighbours."
281,281,281,281,281,282,there.,199,ERIN,25,there.
282,282,282,282,282,283,we're introduced.,199,ERIN,25,we're introduced.
283,283,283,283,283,284,so shut up.,199,ERIN,25,so shut up.
284,284,284,284,284,285,wait.,200,GEORGE,25,wait.
285,285,285,285,285,286,hold on there.,200,GEORGE,25,hold on there.
286,286,286,286,286,287,"let's start over, okay",200,GEORGE,25,"let's start over, okay"
287,287,287,287,287,288,my name's george.,200,GEORGE,25,my name's george.
288,288,288,288,288,289,what's yours,200,GEORGE,25,what's yours
289,289,289,289,289,290,just think of me as the person next door who likes it quiet.,201,ERIN,25,just think of me as the person next door who likes it quiet.
290,290,290,290,290,291,don't be like that.,201,GEORGE,25,don't be like that.
291,291,291,291,291,292,"look, we live next door.",202,GEORGE,25,"look, we live next door."
292,292,292,292,292,293,i feel bad.,202,GEORGE,25,i feel bad.
293,293,293,293,293,294,i'm sorry.,203,GEORGE,25,i'm sorry.
294,294,294,294,294,295,will you accept my apology,203,GEORGE,25,will you accept my apology
295,295,295,295,295,296,we're living right next door.,204,GEORGE,25,we're living right next door.
296,296,296,296,296,297,if you need a cup of a sugar...,204,GEORGE,25,if you need a cup of a sugar...
297,297,297,297,297,298, i don't need sugar.,205,GEORGE,25, i don't need sugar.
298,298,298,298,298,299, you don't.,205,GEORGE,25, you don't.
299,299,299,299,299,300,why don't i take you out to dinner to apologize,206,GEORGE,25,why don't i take you out to dinner to apologize
300,300,300,300,300,301,give me your number.,208,GEORGE,25,give me your number.
301,301,301,301,301,302,i got your address...,208,GEORGE,25,i got your address...
302,302,302,302,302,303,...so you can't get away.,208,GEORGE (CONT'D),25,...so you can't get away.
303,303,303,303,303,304,i'll call you up proper and ask you out.,208,GEORGE (CONT'D),25,i'll call you up proper and ask you out.
304,304,304,304,304,305,you want my number,209,ERIN,25,you want my number
305,305,305,305,305,306,i do.,210,GEORGE,25,i do.
306,306,306,306,306,307,i do want your number.,210,GEORGE,25,i do want your number.
307,307,307,307,307,308,"which number do you want, george",211,ERIN,25,"which number do you want, george"
308,308,308,308,308,309,i like the way you say that.,212,GEORGE,25,i like the way you say that.
309,309,309,309,309,310,how many numbers you got,212,GEORGE,25,how many numbers you got
310,310,310,310,310,311,i got numbers coming out of my ears.,213,ERIN,25,i got numbers coming out of my ears.
311,311,311,311,311,312,"for instance, 10.",213,ERIN,25,"for instance, 10."
312,312,312,312,312,313, ten.,213,GEORGE,25, ten.
313,313,313,313,313,314, yeah.,213,ERIN,25, yeah.
314,314,314,314,314,315,that's how many months old my baby girl is.,213,ERIN,25,that's how many months old my baby girl is.
315,315,315,315,315,316, you got a little girl,214,GEORGE,25, you got a little girl
316,316,316,316,316,317, yeah.,214,ERIN,25, yeah.
317,317,317,317,317,318,"sexy, huh",215,ERIN,25,"sexy, huh"
318,318,318,318,318,319,how about this,215,ERIN,25,how about this
319,319,319,319,319,320,six.,215,ERIN,25,six.
320,320,320,320,320,321,that's my other daughter.,215,ERIN,25,that's my other daughter.
321,321,321,321,321,322,eight is my son.,215,ERIN,25,eight is my son.
322,322,322,322,322,323,two is the times i've been married and divorced.,215,ERIN,25,two is the times i've been married and divorced.
323,323,323,323,323,324,16 is what i have in my bank account.,217,ERIN,25,16 is what i have in my bank account.
324,324,324,324,324,325,"8503943, that's my phone number.",217,ERIN,25,"8503943, that's my phone number."
325,325,325,325,325,326,i'm guessing zero is the number of times you're gonna call it.,217,ERIN,25,i'm guessing zero is the number of times you're gonna call it.
326,326,326,326,326,327,"hey, how do you remember your bank balance",219,GEORGE,25,"hey, how do you remember your bank balance"
327,327,327,327,327,328,"see, that impresses me.",220,GEORGE,25,"see, that impresses me."
328,328,328,328,328,329,you're dead wrong about that zero.,220,GEORGE,27,you're dead wrong about that zero.
329,329,329,329,329,330,how long has she been crying,223,ERIN,28,how long has she been crying
330,330,330,330,330,331,she's got that tooth coming in.,225,ERIN,28,she's got that tooth coming in.
331,331,331,331,331,332,give her a cold washcloth to suck on.,227,ERIN (CONT'D),28,give her a cold washcloth to suck on.
332,332,332,332,332,333,i'll check back later.,227,ERIN (CONT'D),28,i'll check back later.
333,333,333,333,333,334,where's anna,228,ED,28,where's anna
334,334,334,334,334,335,she's out to lunch with the girls.,229,ERIN,28,she's out to lunch with the girls.
335,335,335,335,335,336,i have to open a file.,229,ED,28,i have to open a file.
336,336,336,336,336,337,"realestate thing, pro bono.",229,ED,28,"realestate thing, pro bono."
337,337,337,337,337,338, okay.,229,ERIN,28, okay.
338,338,338,338,338,339, know how to do that,229,ED,28, know how to do that
339,339,339,339,339,340,"yeah, i got it.",230,ERIN,28,"yeah, i got it."
340,340,340,340,340,341,no problem.,230,ERIN,28,no problem.
341,341,341,341,341,342,you're a girl.,231,ED,28,you're a girl.
342,342,342,342,342,343,excuse me,232,ERIN,28,excuse me
